date,ind,rain,ind,maxt,ind,mint,gmin,soil
01-jan-2019,0,0.200,0,9.8,0,9.2, , 
02-jan-2019,0,0.000,0,8.6,0,6.0, , 
03-jan-2019,0,0.000,0,8.2,0,6.2, , 
04-jan-2019,0,0.000,0,6.6,0,5.8, , 
05-jan-2019,0,0.000,0,9.5,0,1.7, , 
06-jan-2019,0,0.000,0,11.8,0,3.4, , 
07-jan-2019,0,0.000,0,11.7,0,7.7, , 
08-jan-2019,0,0.000,0,9.2,0,6.6, , 
09-jan-2019,0,0.800,0,9.2,0,5.2, , 
10-jan-2019,0,0.400,0,10.9,0,5.3, , 
11-jan-2019,0,0.600,0,10.1,0,8.2, , 
12-jan-2019,0,0.000,0,10.6,0,8.2, , 
13-jan-2019,0,0.400,0,11.3,0,8.2, , 
14-jan-2019,0,0.000,0,9.1,0,7.1, , 
15-jan-2019,0,0.200,0,10.2,0,7.2, , 
16-jan-2019,0,0.400,0,8.1,0,6.1, , 
17-jan-2019,0,0.700,0,5.5,0,1.4, , 
18-jan-2019,0,0.000,0,9.7,0,1.4, , 
19-jan-2019,0,0.700,0,7.9,0,5.2, , 
20-jan-2019,0,0.100,0,7.8,0,5.5, , 
21-jan-2019,0,1.600,0,7.4,0,1.2, , 
22-jan-2019,0,0.000,0,5.0,0,1.9, , 
23-jan-2019,0,0.500,0,6.4,0,0.9, , 
24-jan-2019,0,1.900,0,10.6,0,2.2, , 
25-jan-2019,0,0.000,0,11.3,0,6.4, , 
26-jan-2019,0,3.000,0,11.6,0,8.4, , 
27-jan-2019,0,0.000,0,6.8,0,3.1, , 
28-jan-2019,0,0.400,0,7.2,0,1.4, , 
29-jan-2019,0,1.900,0,4.7,0,1.5, , 
30-jan-2019,0,0.700,0,4.2,0,0.0, , 
31-jan-2019,0,2.300,0,4.6,1,-2.7, , 
01-feb-2019,0,0.100,0,4.8,0,2.1, , 
02-feb-2019,0,0.000,0,6.2,1,-0.3, , 
03-feb-2019,0,0.500,0,10.0,1,-0.1, , 
04-feb-2019,0,0.000,0,10.0,0,5.4, , 
05-feb-2019,0,1.800,0,13.4,0,1.5, , 
06-feb-2019,0,7.200,0,11.4,0,6.2, , 
07-feb-2019,0,1.900,0,11.8,0,2.1, , 
08-feb-2019,0,2.500,0,11.3,0,4.9, , 
09-feb-2019,0,0.600,0,9.9,0,6.0, , 
10-feb-2019,0,1.700,0,7.6,0,2.6, , 
11-feb-2019,0,0.000,0,10.4,0,2.6, , 
12-feb-2019,0,0.000,0,13.1,0,4.4, , 
13-feb-2019,0,0.000,0,12.4,0,10.0, , 
14-feb-2019,0,0.000,0,14.3,0,5.8, , 
15-feb-2019,0,0.000,0,16.4,0,4.4, , 
16-feb-2019,0,0.300,0,12.9,0,8.2, , 
17-feb-2019,0,0.000,0,12.7,0,8.5, , 
18-feb-2019,0,0.100,0,10.4,0,6.6, , 
19-feb-2019,0,0.300,0,11.6,0,5.5, , 
20-feb-2019,0,0.000,0,14.3,0,7.0, , 
21-feb-2019,0,0.000,0,14.7,0,11.2, , 
22-feb-2019,0,0.000,0,14.8,0,10.2, , 
23-feb-2019,0,0.000,0,14.4,0,10.1, , 
24-feb-2019,0,0.000,0,11.6,0,5.2, , 
25-feb-2019,0,0.000,0,14.8,0,6.3, , 
26-feb-2019,0,0.000,0,15.7,0,4.3, , 
27-feb-2019,0,0.000,0,12.2,0,4.2, , 
28-feb-2019,0,0.000,0,11.3,0,5.1, , 
01-mar-2019,0,1.000,0,14.2,0,6.8, , 
02-mar-2019,0,2.700,0,13.2,0,6.1, , 
03-mar-2019,0,20.500,0,7.9,0,6.8, , 
04-mar-2019,0,0.900,0,7.0,0,0.8, , 
05-mar-2019,0,13.000,0,11.2,0,4.1, , 
06-mar-2019,0,0.000,0,13.0,0,7.0, , 
07-mar-2019,0,0.100,0,10.8,0,4.9, , 
08-mar-2019,0,1.600,0,11.1,0,3.6, , 
09-mar-2019,0,7.600,0,9.9,0,6.6, , 
10-mar-2019,0,1.600,0,7.9,0,3.2, , 
11-mar-2019,0,3.500,0,12.0,0,1.8, , 
12-mar-2019,0,1.200,0,9.0,0,4.9, , 
13-mar-2019,0,3.300,0,10.6,0,5.2, , 
14-mar-2019,0,2.600,0,11.9,0,6.6, , 
15-mar-2019,0,8.400,0,11.5,0,7.8, , 
16-mar-2019,0,2.800,0,12.6,0,5.8, , 
17-mar-2019,0,0.400,0,11.6,0,2.0, , 
18-mar-2019,0,0.600,0,11.6,0,4.3, , 
19-mar-2019,0,0.000,0,14.2,0,6.8, , 
20-mar-2019,4,0.000,0,17.8,0,7.9, , 
21-mar-2019,0,0.000,0,13.9,0,10.2, , 
22-mar-2019,0,0.600,0,12.2,0,10.4, , 
23-mar-2019,0,0.000,0,10.5,0,4.8, , 
25-mar-2019,0,0.000,0,11.9,0,5.9, , 
26-mar-2019,0,0.000,0,13.6,0,5.5, , 
27-mar-2019,0,0.000,0,14.2,0,6.5, , 
28-mar-2019,0,0.000,0,17.3,0,5.5, , 
29-mar-2019,0,0.000,0,11.3,0,5.6, , 
30-mar-2019,0,0.000,0,12.8,0,7.4, , 
31-mar-2019,0,0.000,0,9.9,0,3.2, , 
01-apr-2019,0,1.300,0,12.8,0,4.8, , 
02-apr-2019,0,2.000,0,8.5,0,3.0, , 
03-apr-2019,0,7.800,0,8.1,0,2.9, , 
04-apr-2019,0,13.400,0,8.1,0,4.6, , 
05-apr-2019,0,3.500,0,8.8,0,1.6, , 
06-apr-2019,0,0.000,0,10.3,0,2.9, , 
07-apr-2019,0,0.000,0,10.8,0,4.8, , 
08-apr-2019,0,1.100,0,9.4,0,6.4, , 
09-apr-2019,0,0.000,0,10.1,0,8.1, , 
10-apr-2019,0,0.000,0,8.9,0,6.5, , 
11-apr-2019,0,0.000,0,13.2,0,2.8, , 
12-apr-2019,0,0.000,0,10.6,0,3.5, , 
13-apr-2019,0,0.000,0,9.2,0,6.8, , 
14-apr-2019,0,4.100,0,8.2,0,5.9, , 
15-apr-2019,0,4.400,0,9.6,0,5.5, , 
16-apr-2019,0,0.000,0,9.7,0,6.1, , 
17-apr-2019,0,0.000,0,11.6,0,2.8, , 
18-apr-2019,0,0.000,0,13.9,0,6.5, , 
19-apr-2019,0,0.000,0,18.9,0,7.6, , 
20-apr-2019,0,0.000,0,19.0,0,8.4, , 
21-apr-2019,0,0.000,0,22.7,0,10.4, , 
22-apr-2019,0,0.000,0,19.8,0,7.9, , 
23-apr-2019,0,0.000,0,15.6,0,9.8, , 
24-apr-2019,0,4.900,0,14.3,0,10.5, , 
25-apr-2019,0,7.700,0,11.2,0,8.1, , 
26-apr-2019,0,10.100,0,12.2,0,8.8, , 
27-apr-2019,0,0.000,0,11.9,0,6.2, , 
28-apr-2019,0,0.100,0,11.9,0,6.4, , 
29-apr-2019,0,1.300,0,11.6,0,8.3, , 
30-apr-2019,0,0.400,0,12.5,0,10.2, , 
01-may-2019,0,0.100,0,15.5,0,8.3, , 
02-may-2019,0,0.300,0,14.8,0,8.8, , 
03-may-2019,0,0.000,0,11.9,0,8.1, , 
04-may-2019,0,0.000,0,11.9,0,3.4, , 
05-may-2019,0,0.000,0,11.5,0,3.6, , 
06-may-2019,0,0.100,0,11.3,0,6.4, , 
07-may-2019,0,3.000,0,12.6,0,8.3, , 
08-may-2019,0,0.700,0,9.2,0,7.8, , 
09-may-2019,0,8.900,0,9.9,0,7.6, , 
10-may-2019,0,0.000,0,12.6,0,5.2, , 
11-may-2019,0,0.000,0,14.3,0,5.2, , 
12-may-2019,0,0.000,0,16.4,0,5.1, , 
13-may-2019,0,0.000,0,18.6,0,8.1, , 
14-may-2019,0,0.000,0,18.3,0,7.1, , 
15-may-2019,0,0.000,0,18.5,0,7.8, , 
16-may-2019,0,0.000,0,16.1,0,9.1, , 
17-may-2019,0,0.600,0,14.1,0,9.8, , 
18-may-2019,0,0.200,0,14.4,0,9.8, , 
19-may-2019,0,0.400,0,14.5,0,9.3, , 
20-may-2019,0,0.600,0,15.7,0,8.4, , 
21-may-2019,0,0.000,0,15.1,0,7.5, , 
22-may-2019,0,0.000,0,14.1,0,11.1, , 
23-may-2019,0,0.000,0,16.3,0,10.7, , 
24-may-2019,0,0.100,0,18.2,0,11.9, , 
25-may-2019,0,0.300,0,19.4,0,12.9, , 
26-may-2019,0,0.700,0,17.8,0,13.2, , 
27-may-2019,0,10.000,0,16.2,0,10.8, , 
28-may-2019,0,1.200,0,14.8,0,9.3, , 
29-may-2019,0,0.700,0,17.6,0,9.9, , 
30-may-2019,0,0.100,0,21.6,0,10.8, , 
31-may-2019,0,0.000,0,19.3,0,15.6, , 
01-jun-2019,0,0.700,0,18.7,0,10.0, , 
02-jun-2019,1,0.100,0,19.1,0,12.6, , 
03-jun-2019,1,6.400,0,17.7,0,10.1, , 
04-jun-2019,1,16.700,0,12.0,0,10.5, , 
05-jun-2019,0,0.000,0,12.7,0,9.2, , 
06-jun-2019,0,0.600,0,16.5,0,8.3, , 
07-jun-2019,0,0.300,0,14.5,0,5.8, , 
08-jun-2019,0,0.000,0,16.8,0,8.8, , 
09-jun-2019,0,3.400,0,16.1,0,9.2, , 
10-jun-2019,0,0.000,0,15.8,0,10.1, , 
11-jun-2019,0,0.000,0,15.4,0,9.4, , 
12-jun-2019,0,4.500,0,11.9,0,11.1, , 
13-jun-2019,0,0.200,0,12.7,0,10.0, , 
14-jun-2019,0,14.400,0,15.4,0,7.7, , 
15-jun-2019,0,0.000,0,16.1,0,9.4, , 
16-jun-2019,0,5.200,0,17.7,0,10.2, , 
17-jun-2019,0,0.000,0,18.9,0,11.4, , 
18-jun-2019,0,0.000,0,18.2,0,11.2, , 
19-jun-2019,0,1.100,0,18.2,0,11.8, , 
20-jun-2019,0,0.900,0,17.4,0,10.1, , 
21-jun-2019,0,0.000,0,16.9,0,8.6, , 
22-jun-2019,0,0.200,0,16.7,0,8.9, , 
23-jun-2019,0,16.800,0,16.9,0,13.0, , 
24-jun-2019,0,4.200,0,18.0,0,13.3, , 
25-jun-2019,0,0.000,0,18.7,0,13.8, , 
26-jun-2019,0,0.000,0,17.9,0,13.1, , 
27-jun-2019,0,0.000,0,18.2,0,13.4, , 
28-jun-2019,0,0.000,0,22.4,0,14.0, , 
29-jun-2019,0,0.000,0,20.5,0,15.3, , 
30-jun-2019,0,0.300,0,20.1,0,15.1, , 
01-jul-2019,0,0.100,0,18.9,0,13.1, , 
02-jul-2019,0,0.000,0,17.4,0,13.0, , 
03-jul-2019,0,0.000,0,17.8,0,9.9, , 
04-jul-2019,0,0.000,0,23.2,0,11.6, , 
05-jul-2019,0,0.000,0,20.8,0,12.2, , 
06-jul-2019,0,0.400,0,16.1,0,14.3, , 
07-jul-2019,0,0.000,0,18.2,0,11.6, , 
08-jul-2019,0,1.100,0,17.6,0,11.7, , 
09-jul-2019,0,0.000,0,22.1,0,13.8, , 
10-jul-2019,0,7.500,0,20.9,0,16.1, , 
11-jul-2019,0,0.200,0,22.4,0,16.3, , 
12-jul-2019,0,0.000,0,18.9,0,14.8, , 
13-jul-2019,0,0.000,0,20.0,0,14.2, , 
14-jul-2019,0,0.000,0,17.8,0,12.1, , 
15-jul-2019,0,0.000,0,23.8,0,12.6, , 
16-jul-2019,0,0.000,0,22.8,0,16.1, , 
17-jul-2019,0,1.000,0,21.2,0,16.6, , 
18-jul-2019,0,3.200,0,21.0,0,13.9, , 
19-jul-2019,0,2.400,0,21.4,0,13.6, , 
20-jul-2019,0,0.000,0,19.2,0,14.2, , 
21-jul-2019,0,2.600,0,20.7,0,13.7, , 
22-jul-2019,0,0.000,0,25.5,0,17.2, , 
23-jul-2019,0,0.000,0,24.5,0,15.8, , 
24-jul-2019,0,0.000,0,23.5,0,15.7, , 
25-jul-2019,0,0.000,0,23.1,0,16.8, , 
26-jul-2019,0,0.200,0,24.0,0,17.8, , 
27-jul-2019,0,0.000,0,21.4,0,13.8, , 
28-jul-2019,0,0.000,0,21.5,0,12.9, , 
29-jul-2019,0,1.300,0,19.6,0,13.9, , 
30-jul-2019,0,31.500,0,18.8,0,14.2, , 
31-jul-2019,0,0.000,0,20.6,0,13.8, , 
01-aug-2019,0,0.000,0,19.6,0,10.2, , 
02-aug-2019,0,0.000,0,21.6,0,9.2, , 
03-aug-2019,0,2.300,0,21.0,0,13.3, , 
04-aug-2019,0,4.300,0,22.5,0,13.2, , 
05-aug-2019,0,1.400,0,22.0,0,12.1, , 
06-aug-2019,0,1.500,0,19.6,0,14.0, , 
07-aug-2019,0,0.000,0,21.6,0,12.8, , 
08-aug-2019,0,29.700,0,18.7,0,13.8, , 
09-aug-2019,0,2.300,0,19.3,0,15.0, , 
10-aug-2019,0,8.000,0,19.4,0,16.7, , 
11-aug-2019,0,0.000,0,18.4,0,13.3, , 
12-aug-2019,0,5.700,0,18.1,0,10.3, , 
13-aug-2019,0,2.400,0,17.8,0,10.2, , 
14-aug-2019,0,1.500,0,21.4,0,12.9, , 
15-aug-2019,0,2.300,0,20.1,0,13.9, , 
16-aug-2019,0,4.300,0,21.1,0,14.9, , 
17-aug-2019,0,0.000,0,18.6,0,12.9, , 
18-aug-2019,0,2.100,0,17.7,0,12.5, , 
19-aug-2019,0,0.500,0,17.8,0,11.5, , 
20-aug-2019,0,2.500,0,17.0,0,9.7, , 
21-aug-2019,0,1.800,0,17.1,0,12.1, , 
22-aug-2019,0,0.100,0,21.5,0,13.7, , 
23-aug-2019,0,0.000,0,23.6,0,15.2, , 
24-aug-2019,0,0.000,0,20.2,0,13.6, , 
25-aug-2019,0,0.000,0,21.1,0,14.0, , 
26-aug-2019,0,0.000,0,19.6,0,13.6, , 
27-aug-2019,0,0.000,0,22.2,0,13.4, , 
28-aug-2019,0,0.000,0,19.4,0,12.6, , 
29-aug-2019,0,0.000,0,20.5,0,12.6, , 
30-aug-2019,0,0.600,0,20.8,0,15.2, , 
31-aug-2019,0,1.200,0,18.2,0,12.8, , 
01-sep-2019,0,0.000,0,18.1,0,10.1, , 
02-sep-2019,0,1.800,0,17.0,0,11.6, , 
03-sep-2019,0,1.000,0,21.7,0,14.1, , 
04-sep-2019,0,0.000,0,16.9,0,11.1, , 
05-sep-2019,0,0.200,0,19.2,0,9.1, , 
06-sep-2019,0,0.000,0,18.6,0,11.7, , 
07-sep-2019,0,0.000,0,17.6,0,12.2, , 
08-sep-2019,0,6.000,0,19.0,0,11.2, , 
09-sep-2019,0,0.100,0,18.0,0,12.6, , 
10-sep-2019,0,0.600,0,18.1,0,8.5, , 
11-sep-2019,0,0.100,0,19.3,0,10.9, , 
12-sep-2019,0,0.100,0,21.7,0,14.6, , 
13-sep-2019,0,0.000,0,18.4,0,10.1, , 
14-sep-2019,0,0.100,0,21.2,0,8.6, , 
15-sep-2019,0,11.600,0,14.0,0,12.8, , 
16-sep-2019,0,0.100,0,14.8,0,12.2, , 
17-sep-2019,0,0.000,0,17.2,0,8.9, , 
18-sep-2019,0,0.000,0,18.2,0,9.0, , 
19-sep-2019,0,0.000,0,18.1,0,9.6, , 
20-sep-2019,0,0.000,0,18.3,0,9.8, , 
21-sep-2019,0,11.800,0,20.5,0,13.2, , 
22-sep-2019,0,5.300,0,17.9,0,14.8, , 
23-sep-2019,0,6.800,0,17.4,0,9.6, , 
24-sep-2019,0,0.100,0,20.1,0,11.9, , 
25-sep-2019,0,1.600,0,19.1,0,14.1, , 
26-sep-2019,0,5.000,0,17.6,0,13.2, , 
27-sep-2019,0,1.700,0,16.8,0,12.2, , 
28-sep-2019,0,21.800,0,17.2,0,12.4, , 
29-sep-2019,0,0.000,0,16.9,0,11.7, , 
30-sep-2019,0,33.100,0,13.5,0,8.6, , 
01-oct-2019,0,8.600,0,11.1,0,9.1, , 
02-oct-2019,0,0.000,0,13.0,0,4.9, , 
03-oct-2019,0,1.900,0,16.6,0,5.6, , 
04-oct-2019,0,2.300,0,16.1,0,12.3, , 
05-oct-2019,0,15.000,0,15.7,0,11.5, , 
06-oct-2019,0,5.100,0,16.5,0,10.4, , 
07-oct-2019,0,0.200,0,18.0,0,10.9, , 
08-oct-2019,0,0.100,0,15.5,0,11.9, , 
09-oct-2019,0,0.100,0,14.8,0,9.8, , 
10-oct-2019,0,1.800,0,17.2,0,10.5, , 
11-oct-2019,0,0.200,0,15.6,0,11.5, , 
12-oct-2019,0,3.300,0,15.8,0,9.3, , 
13-oct-2019,0,10.600,0,14.3,0,9.2, , 
14-oct-2019,0,4.000,0,14.8,0,6.4, , 
15-oct-2019,0,0.800,0,15.6,0,9.2, , 
16-oct-2019,0,0.000,0,15.4,0,9.1, , 
17-oct-2019,0,0.900,0,14.7,0,9.5, , 
18-oct-2019,0,0.900,0,13.3,0,7.6, , 
19-oct-2019,0,0.900,0,12.8,0,8.2, , 
20-oct-2019,0,0.000,0,12.5,0,6.9, , 
21-oct-2019,0,0.000,0,13.7,0,5.8, , 
22-oct-2019,0,0.000,0,12.6,0,6.0, , 
23-oct-2019,0,0.100,0,14.0,0,9.1, , 
24-oct-2019,0,1.800,0,14.8,0,9.8, , 
25-oct-2019,0,12.100,0,7.9,0,4.6, , 
26-oct-2019,0,0.000,0,10.2,0,5.8, , 
27-oct-2019,0,0.000,0,11.5,0,4.7, , 
28-oct-2019,0,0.000,0,11.1,0,4.0, , 
29-oct-2019,0,0.000,0,10.8,0,4.2, , 
30-oct-2019,0,0.300,0,11.6,0,9.3, , 
31-oct-2019,0,4.200,0,14.2,0,9.4, , 
01-nov-2019,0,3.400,0,14.9,0,9.5, , 
02-nov-2019,0,33.200,0,11.4,0,7.6, , 
03-nov-2019,0,1.000,0,10.4,0,6.9, , 
04-nov-2019,0,19.400,0,10.6,0,7.3, , 
05-nov-2019,0,0.100,0,11.1,0,7.8, , 
06-nov-2019,0,12.700,0,10.1,0,6.1, , 
07-nov-2019,0,20.200,0,9.3,0,5.7, , 
08-nov-2019,0,4.400,0,9.8,0,5.5, , 
09-nov-2019,0,6.500,0,8.9,0,5.1, , 
10-nov-2019,0,5.600,0,8.4,0,3.5, , 
11-nov-2019,0,0.000,0,8.6,0,3.5, , 
12-nov-2019,0,0.000,0,9.4,0,3.8, , 
13-nov-2019,0,12.400,0,8.8,0,3.9, , 
14-nov-2019,0,0.000,0,7.0,0,4.9, , 
15-nov-2019,0,0.000,0,8.0,0,3.2, , 
16-nov-2019,0,0.000,0,4.9,0,2.8, , 
17-nov-2019,0,0.000,0,8.4,0,2.5, , 
18-nov-2019,0,0.000,0,9.9,0,1.1, , 
19-nov-2019,0,8.600,0,11.4,0,1.2, , 
20-nov-2019,0,3.000,0,9.8,0,3.2, , 
21-nov-2019,0,8.000,0,8.0,0,6.9, , 
22-nov-2019,0,19.600,0,9.2,0,6.5, , 
23-nov-2019,0,0.800,0,10.2,0,6.4, , 
24-nov-2019,0,4.000,0,10.2,0,7.8, , 
25-nov-2019,0,4.900,0,11.4,0,7.7, , 
26-nov-2019,0,10.100,0,12.4,0,8.2, , 
27-nov-2019,0,0.000,0,11.7,0,8.1, , 
28-nov-2019,0,2.000,0,9.6,0,7.5, , 
29-nov-2019,0,1.300,0,7.9,0,4.5, , 
30-nov-2019,0,0.200,0,8.6,0,5.0, , 
01-dec-2019,0,0.300,0,6.9,0,3.4, , 
02-dec-2019,0,0.000,0,7.0,0,1.9, , 
03-dec-2019,0,0.000,0,9.5,0,1.0, , 
04-dec-2019,0,0.000,0,10.4,0,1.8, , 
05-dec-2019,0,0.300,0,13.2,0,6.8, , 
06-dec-2019,0,0.000,0,11.3,0,8.3, , 
07-dec-2019,0,5.500,0,13.7,0,8.5, , 
08-dec-2019,0,6.000,0,9.6,0,7.2, , 
09-dec-2019,0,0.000,0,14.1,0,5.9, , 
10-dec-2019,0,4.300,0,15.1,0,6.2, , 
11-dec-2019,0,6.400,0,6.7,0,4.9, , 
12-dec-2019,0,5.300,0,9.3,0,4.0, , 
13-dec-2019,0,0.100,0,8.3,0,5.5, , 
14-dec-2019,0,0.000,0,6.4,0,3.6, , 
15-dec-2019,0,0.000,0,6.8,0,2.5, , 
16-dec-2019,0,0.000,0,6.7,0,2.0, , 
17-dec-2019,0,0.000,0,8.3,0,4.0, , 
18-dec-2019,0,8.500,0,12.2,0,1.0, , 
19-dec-2019,0,12.200,0,10.1,0,8.1, , 
20-dec-2019,0,0.000,0,7.9,0,5.6, , 
21-dec-2019,0,0.000,0,6.6,0,3.4, , 
22-dec-2019,0,0.000,0,8.5,0,3.8, , 
23-dec-2019,0,3.100,0,8.7,0,6.1, , 
24-dec-2019,0,0.000,0,8.8,0,5.6, , 
25-dec-2019,0,0.700,0,8.1,0,3.4, , 
26-dec-2019,0,2.200,0,10.5,0,3.2, , 
27-dec-2019,0,0.000,0,14.5,0,7.2, , 
28-dec-2019,0,0.000,0,15.4,0,8.9, , 
29-dec-2019,0,0.000,0,14.0,0,10.9, , 
30-dec-2019,0,0.100,0,12.5,0,7.5, , 
31-dec-2019,0,0.000,0,9.8,0,8.2, , 
01-jan-2020,0,0.000,0,10.8,0,4.5, , 
02-jan-2020,0,0.500,0,12.8,0,3.1, , 
03-jan-2020,0,0.000,0,8.5,0,5.8, , 
04-jan-2020,0,0.000,0,9.4,0,5.1, , 
05-jan-2020,0,1.900,0,12.0,0,7.3, , 
06-jan-2020,0,2.800,0,14.1,0,9.1, , 
07-jan-2020,0,0.000,0,15.5,0,7.3, , 
08-jan-2020,0,10.900,0,8.9,0,8.8, , 
09-jan-2020,0,0.000,0,6.6,0,3.9, , 
10-jan-2020,0,0.000,0,13.2,0,2.4, , 
11-jan-2020,0,10.400,0,14.1,0,3.6, , 
12-jan-2020,0,0.100,0,8.5,0,5.9, , 
13-jan-2020,0,7.300,0,10.0,0,5.1, , 
14-jan-2020,0,2.500,0,7.3,0,5.6, , 
15-jan-2020,0,0.100,0,10.1,0,4.9, , 
16-jan-2020,0,3.100,0,12.7,0,5.8, , 
17-jan-2020,0,0.000,0,7.1,0,4.8, , 
18-jan-2020,0,0.000,0,6.7,0,1.3, , 
19-jan-2020,0,0.000,0,8.4,0,0.1, , 
