date,ind,rain,ind,maxt,ind,mint,gmin,soil
22-mar-2021,0,0.000, , , , , , 
23-mar-2021,0,0.800, , , , , , 
24-mar-2021,0,0.000, , , , , , 
25-mar-2021,0,1.600, , , , , , 
26-mar-2021,0,1.600, , , , , , 
27-mar-2021,0,0.300, , , , , , 
28-mar-2021,0,0.600, , , , , , 
29-mar-2021,0,0.000, , , , , , 
30-mar-2021,0,0.000, , , , , , 
31-mar-2021,0,0.000, , , , , , 
01-apr-2021,0,0.000, , , , , , 
02-apr-2021,0,0.000, , , , , , 
03-apr-2021,0,0.000, , , , , , 
04-apr-2021,0,0.100, , , , , , 
05-apr-2021,0,0.000, , , , , , 
06-apr-2021,0,0.300, , , , , , 
07-apr-2021,0,0.400, , , , , , 
08-apr-2021,0,2.000, , , , , , 
09-apr-2021,0,1.100, , , , , , 
10-apr-2021,0,0.000, , , , , , 
11-apr-2021,0,1.500, , , , , , 
12-apr-2021,0,0.900, , , , , , 
13-apr-2021,0,0.000, , , , , , 
14-apr-2021,0,0.000, , , , , , 
15-apr-2021,0,0.000, , , , , , 
16-apr-2021,0,0.000, , , , , , 
17-apr-2021,0,0.300, , , , , , 
18-apr-2021,0,0.100, , , , , , 
19-apr-2021,0,1.500, , , , , , 
20-apr-2021,0,0.000, , , , , , 
21-apr-2021,0,0.000, , , , , , 
22-apr-2021,0,0.000, , , , , , 
23-apr-2021,0,0.000, , , , , , 
24-apr-2021,0,0.000, , , , , , 
25-apr-2021,0,0.000, , , , , , 
26-apr-2021,0,0.000, , , , , , 
27-apr-2021,0,0.100, , , , , , 
28-apr-2021,0,0.000, , , , , , 
29-apr-2021,0,1.600, , , , , , 
30-apr-2021,0,2.000, , , , , , 
01-may-2021,0,0.000, , , , , , 
02-may-2021,0,1.100, , , , , , 
03-may-2021,0,8.300, , , , , , 
04-may-2021,0,0.800, , , , , , 
05-may-2021,0,1.600, , , , , , 
06-may-2021,0,0.000, , , , , , 
07-may-2021,0,18.600, , , , , , 
08-may-2021,0,0.800, , , , , , 
09-may-2021,0,0.100, , , , , , 
10-may-2021,0,2.100, , , , , , 
11-may-2021,0,0.000, , , , , , 
12-may-2021,0,1.300, , , , , , 
13-may-2021,0,0.000, , , , , , 
14-may-2021,0,0.900, , , , , , 
15-may-2021,0,5.000, , , , , , 
16-may-2021,0,0.000, , , , , , 
17-may-2021,0,2.800, , , , , , 
18-may-2021,0,5.600, , , , , , 
19-may-2021,0,9.200, , , , , , 
20-may-2021,0,9.500, , , , , , 
21-may-2021,0,3.600, , , , , , 
22-may-2021,0,0.000, , , , , , 
23-may-2021,0,2.900, , , , , , 
24-may-2021,0,0.000, , , , , , 
25-may-2021,0,4.100, , , , , , 
26-may-2021,0,0.000, , , , , , 
27-may-2021,0,9.100, , , , , , 
28-may-2021,0,1.600, , , , , , 
29-may-2021,0,0.000, , , , , , 
30-may-2021,0,0.000, , , , , , 
31-may-2021,0,0.000, , , , , , 
01-jun-2021,0,0.000, , , , , , 
02-jun-2021,0,0.000, , , , , , 
03-jun-2021,0,0.000, , , , , , 
04-jun-2021,0,0.000, , , , , , 
05-jun-2021,0,0.000, , , , , , 
06-jun-2021,0,0.000, , , , , , 
07-jun-2021,0,0.000, , , , , , 
08-jun-2021,0,0.000, , , , , , 
09-jun-2021,0,1.300, , , , , , 
10-jun-2021,0,0.000, , , , , , 
11-jun-2021,0,0.000, , , , , , 
12-jun-2021,0,0.000, , , , , , 
13-jun-2021,0,0.100, , , , , , 
14-jun-2021,0,0.000, , , , , , 
15-jun-2021,0,0.300, , , , , , 
16-jun-2021,0,0.000, , , , , , 
17-jun-2021,0,0.000, , , , , , 
18-jun-2021,0,0.000, , , , , , 
19-jun-2021,0,0.000, , , , , , 
20-jun-2021,0,0.000, , , , , , 
21-jun-2021,0,0.000, , , , , , 
22-jun-2021,0,6.000, , , , , , 
23-jun-2021,0,0.800, , , , , , 
24-jun-2021,0,2.500, , , , , , 
25-jun-2021,0,0.100, , , , , , 
26-jun-2021,0,0.000, , , , , , 
27-jun-2021,0,0.000, , , , , , 
28-jun-2021,0,0.000, , , , , , 
29-jun-2021,0,0.000, , , , , , 
30-jun-2021,0,0.000, , , , , , 
01-jul-2021,0,0.000, , , , , , 
02-jul-2021,0,0.300, , , , , , 
03-jul-2021,0,1.400, , , , , , 
04-jul-2021,0,13.900, , , , , , 
05-jul-2021,0,0.000, , , , , , 
06-jul-2021,0,30.300, , , , , , 
07-jul-2021,0,0.000, , , , , , 
08-jul-2021,0,0.000, , , , , , 
09-jul-2021,0,0.100, , , , , , 
10-jul-2021,0,0.100, , , , , , 
11-jul-2021,0,9.100, , , , , , 
12-jul-2021,0,0.100, , , , , , 
13-jul-2021,0,0.000, , , , , , 
14-jul-2021,0,0.000, , , , , , 
15-jul-2021,0,0.000, , , , , , 
16-jul-2021,0,0.000, , , , , , 
17-jul-2021,0,0.000, , , , , , 
18-jul-2021,0,0.000, , , , , , 
19-jul-2021,0,0.000, , , , , , 
20-jul-2021,0,0.000, , , , , , 
21-jul-2021,0,0.000, , , , , , 
22-jul-2021,0,0.000, , , , , , 
23-jul-2021,0,0.000, , , , , , 
24-jul-2021,0,0.000, , , , , , 
25-jul-2021,0,0.000, , , , , , 
26-jul-2021,0,0.000, , , , , , 
27-jul-2021,0,1.600, , , , , , 
28-jul-2021,0,5.600, , , , , , 
29-jul-2021,0,14.500, , , , , , 
30-jul-2021,0,14.000, , , , , , 
31-jul-2021,0,2.800, , , , , , 
01-aug-2021,0,0.000, , , , , , 
02-aug-2021,0,0.000, , , , , , 
03-aug-2021,0,0.200, , , , , , 
04-aug-2021,0,0.300, , , , , , 
05-aug-2021,0,6.200, , , , , , 
06-aug-2021,0,2.400, , , , , , 
07-aug-2021,0,5.000, , , , , , 
08-aug-2021,0,0.000, , , , , , 
09-aug-2021,0,0.200, , , , , , 
10-aug-2021,0,0.000, , , , , , 
11-aug-2021,0,1.700, , , , , , 
12-aug-2021,0,1.400, , , , , , 
13-aug-2021,0,0.200, , , , , , 
14-aug-2021,0,0.200, , , , , , 
15-aug-2021,0,0.200, , , , , , 
16-aug-2021,0,0.000, , , , , , 
17-aug-2021,0,0.000, , , , , , 
18-aug-2021,0,0.200, , , , , , 
19-aug-2021,0,0.700, , , , , , 
20-aug-2021,0,2.200, , , , , , 
21-aug-2021,0,16.100, , , , , , 
22-aug-2021,0,0.000, , , , , , 
23-aug-2021,0,0.000, , , , , , 
24-aug-2021,0,0.000, , , , , , 
25-aug-2021,0,0.000, , , , , , 
26-aug-2021,0,0.000, , , , , , 
27-aug-2021,0,0.000, , , , , , 
28-aug-2021,0,0.000, , , , , , 
29-aug-2021,0,0.000, , , , , , 
30-aug-2021,0,0.000, , , , , , 
31-aug-2021,0,0.000, , , , , , 
01-sep-2021,0,0.000, , , , , , 
02-sep-2021,0,0.000, , , , , , 
03-sep-2021,0,0.000, , , , , , 
04-sep-2021,0,1.200, , , , , , 
05-sep-2021,0,0.000, , , , , , 
06-sep-2021,0,0.000, , , , , , 
07-sep-2021,4,0.000, , , , , , 
08-sep-2021,0,5.400, , , , , , 
09-sep-2021,0,0.000, , , , , , 
10-sep-2021,0,0.000, , , , , , 
11-sep-2021,4,0.000, , , , , , 
12-sep-2021,0,0.000, , , , , , 
13-sep-2021,4,0.000, , , , , , 
14-sep-2021,0,0.000, , , , , , 
15-sep-2021,0,0.000, , , , , , 
16-sep-2021,0,0.300, , , , , , 
17-sep-2021,0,1.700, , , , , , 
18-sep-2021,0,0.100, , , , , , 
19-sep-2021,4,0.000, , , , , , 
20-sep-2021,0,0.000, , , , , , 
21-sep-2021,0,0.000, , , , , , 
22-sep-2021,0,0.100, , , , , , 
23-sep-2021,0,0.000, , , , , , 
24-sep-2021,0,0.000, , , , , , 
25-sep-2021,4,0.000, , , , , , 
26-sep-2021,0,16.800, , , , , , 
27-sep-2021,0,1.600, , , , , , 
28-sep-2021,0,0.000, , , , , , 
29-sep-2021,0,3.000, , , , , , 
30-sep-2021,0,3.000, , , , , , 
01-oct-2021,0,1.100, , , , , , 
02-oct-2021,0,0.700, , , , , , 
03-oct-2021,0,1.200, , , , , , 
04-oct-2021,0,4.900, , , , , , 
05-oct-2021,0,0.100, , , , , , 
06-oct-2021,0,0.500, , , , , , 
07-oct-2021,0,6.100, , , , , , 
08-oct-2021,0,4.100, , , , , , 
09-oct-2021,4,0.000, , , , , , 
10-oct-2021,0,0.000, , , , , , 
11-oct-2021,0,0.000, , , , , , 
12-oct-2021,0,0.000, , , , , , 
13-oct-2021,0,0.000, , , , , , 
14-oct-2021,0,0.200, , , , , , 
15-oct-2021,0,0.100, , , , , , 
16-oct-2021,0,3.700, , , , , , 
17-oct-2021,0,0.500, , , , , , 
18-oct-2021,0,2.300, , , , , , 
19-oct-2021,0,0.300, , , , , , 
20-oct-2021,0,6.300, , , , , , 
21-oct-2021,0,0.000, , , , , , 
22-oct-2021,0,0.100, , , , , , 
23-oct-2021,0,1.700, , , , , , 
24-oct-2021,0,0.000, , , , , , 
25-oct-2021,0,0.100, , , , , , 
26-oct-2021,0,1.100, , , , , , 
27-oct-2021,0,17.300, , , , , , 
28-oct-2021,0,12.900, , , , , , 
29-oct-2021,0,2.500, , , , , , 
30-oct-2021,1,7.700, , , , , , 
31-oct-2021,1,3.700, , , , , , 
01-nov-2021,0,3.700, , , , , , 
02-nov-2021,0,3.300, , , , , , 
03-nov-2021,4,0.000, , , , , , 
04-nov-2021,0,0.000, , , , , , 
05-nov-2021,4,0.000, , , , , , 
06-nov-2021,0,0.200, , , , , , 
07-nov-2021,0,0.900, , , , , , 
08-nov-2021,0,1.200, , , , , , 
09-nov-2021,0,0.000, , , , , , 
10-nov-2021,0,0.000, , , , , , 
11-nov-2021,0,0.000, , , , , , 
12-nov-2021,0,0.200, , , , , , 
13-nov-2021,0,0.000, , , , , , 
14-nov-2021,0,1.000, , , , , , 
15-nov-2021,0,0.000, , , , , , 
16-nov-2021,0,0.000, , , , , , 
17-nov-2021,0,0.000, , , , , , 
18-nov-2021,0,0.000, , , , , , 
19-nov-2021,0,0.000, , , , , , 
20-nov-2021,0,0.700, , , , , , 
21-nov-2021,0,0.000, , , , , , 
22-nov-2021,0,0.500, , , , , , 
23-nov-2021,0,0.000, , , , , , 
24-nov-2021,0,0.000, , , , , , 
25-nov-2021,0,0.000, , , , , , 
26-nov-2021,0,0.200, , , , , , 
27-nov-2021,0,0.000, , , , , , 
28-nov-2021,0,0.000, , , , , , 
29-nov-2021,0,0.000, , , , , , 
30-nov-2021,0,3.200, , , , , , 
01-dec-2021,0,0.000, , , , , , 
02-dec-2021,0,8.500, , , , , , 
03-dec-2021,0,0.800, , , , , , 
04-dec-2021,0,1.900, , , , , , 
05-dec-2021,0,1.300, , , , , , 
06-dec-2021,0,16.200, , , , , , 
07-dec-2021,0,11.900, , , , , , 
08-dec-2021,0,0.800, , , , , , 
09-dec-2021,4,0.000, , , , , , 
10-dec-2021,0,0.000, , , , , , 
11-dec-2021,0,1.200, , , , , , 
12-dec-2021,0,0.000, , , , , , 
13-dec-2021,0,0.200, , , , , , 
14-dec-2021,0,0.000, , , , , , 
15-dec-2021,0,0.000, , , , , , 
16-dec-2021,0,0.000, , , , , , 
17-dec-2021,0,0.000, , , , , , 
18-dec-2021,0,0.000, , , , , , 
19-dec-2021,0,0.000, , , , , , 
20-dec-2021,0,0.000, , , , , , 
21-dec-2021,0,0.000, , , , , , 
22-dec-2021,0,3.000, , , , , , 
23-dec-2021,0,0.000, , , , , , 
24-dec-2021,0,2.400, , , , , , 
25-dec-2021,0,27.100, , , , , , 
26-dec-2021,0,0.300, , , , , , 
27-dec-2021,0,9.100, , , , , , 
28-dec-2021,0,3.100, , , , , , 
29-dec-2021,0,0.400, , , , , , 
30-dec-2021,0,7.700, , , , , , 
31-dec-2021,0,0.200, , , , , , 
01-jan-2022,0,0.000, , , , , , 
02-jan-2022,0,0.200, , , , , , 
03-jan-2022,0,1.100, , , , , , 
04-jan-2022,0,0.000, , , , , , 
05-jan-2022,0,0.500, , , , , , 
06-jan-2022,0,5.000, , , , , , 
07-jan-2022,0,4.000, , , , , , 
08-jan-2022,0,1.200, , , , , , 
09-jan-2022,0,0.300, , , , , , 
10-jan-2022,0,0.100, , , , , , 
11-jan-2022,0,0.000, , , , , , 
12-jan-2022,0,0.000, , , , , , 
13-jan-2022,0,0.000, , , , , , 
14-jan-2022,0,0.000, , , , , , 
15-jan-2022,0,0.000, , , , , , 
16-jan-2022,0,0.000, , , , , , 
17-jan-2022,0,0.000, , , , , , 
18-jan-2022,0,0.000, , , , , , 
19-jan-2022,0,0.100, , , , , , 
20-jan-2022,0,0.000, , , , , , 
21-jan-2022,0,0.000, , , , , , 
22-jan-2022,0,0.000, , , , , , 
23-jan-2022,0,0.000, , , , , , 
24-jan-2022,0,0.000, , , , , , 
25-jan-2022,0,0.000, , , , , , 
26-jan-2022,0,0.100, , , , , , 
27-jan-2022,0,0.000, , , , , , 
28-jan-2022,0,0.000, , , , , , 
29-jan-2022,0,0.200, , , , , , 
30-jan-2022,0,1.000, , , , , , 
31-jan-2022,0,0.000, , , , , , 
01-feb-2022,0,0.300, , , , , , 
02-feb-2022,0,0.000, , , , , , 
03-feb-2022,0,5.100, , , , , , 
04-feb-2022,0,0.600, , , , , , 
05-feb-2022,0,9.700, , , , , , 
06-feb-2022,0,0.300, , , , , , 
07-feb-2022,0,0.200, , , , , , 
08-feb-2022,0,5.100, , , , , , 
09-feb-2022,0,0.100, , , , , , 
10-feb-2022,0,0.200, , , , , , 
11-feb-2022,0,0.500, , , , , , 
12-feb-2022,0,8.300, , , , , , 
13-feb-2022,0,2.700, , , , , , 
14-feb-2022,0,0.600, , , , , , 
15-feb-2022,0,2.300, , , , , , 
16-feb-2022,0,4.300, , , , , , 
17-feb-2022,0,8.800, , , , , , 
18-feb-2022,0,2.000, , , , , , 
19-feb-2022,0,11.000, , , , , , 
20-feb-2022,0,11.000, , , , , , 
21-feb-2022,0,0.400, , , , , , 
22-feb-2022,0,3.600, , , , , , 
23-feb-2022,0,2.800, , , , , , 
24-feb-2022,0,1.000, , , , , , 
25-feb-2022,0,0.100, , , , , , 
26-feb-2022,0,0.000, , , , , , 
27-feb-2022,0,0.400, , , , , , 
28-feb-2022,0,0.300, , , , , , 
01-mar-2022,0,0.900, , , , , , 
02-mar-2022,0,2.600, , , , , , 
03-mar-2022,0,0.000, , , , , , 
04-mar-2022,0,0.000, , , , , , 
05-mar-2022,0,0.000, , , , , , 
06-mar-2022,0,0.000, , , , , , 
07-mar-2022,0,0.000, , , , , , 
08-mar-2022,0,1.600, , , , , , 
09-mar-2022,0,20.900, , , , , , 
10-mar-2022,0,0.700, , , , , , 
11-mar-2022,0,7.200, , , , , , 
12-mar-2022,0,27.500, , , , , , 
13-mar-2022,0,0.000, , , , , , 
14-mar-2022,0,1.100, , , , , , 
15-mar-2022,0,0.600, , , , , , 
16-mar-2022,0,0.000, , , , , , 
17-mar-2022,0,0.000, , , , , , 
18-mar-2022,0,0.000, , , , , , 
19-mar-2022,0,0.000, , , , , , 
20-mar-2022,0,0.000, , , , , , 
21-mar-2022,0,0.000, , , , , , 
22-mar-2022,0,0.000, , , , , , 
23-mar-2022,0,0.000, , , , , , 
24-mar-2022,0,0.000, , , , , , 
25-mar-2022,0,0.000, , , , , , 
26-mar-2022,0,0.000, , , , , , 
27-mar-2022,0,0.000, , , , , , 
28-mar-2022,0,0.000, , , , , , 
29-mar-2022,0,0.000, , , , , , 
30-mar-2022,0,0.600, , , , , , 
31-mar-2022,0,0.000, , , , , , 
01-apr-2022,0,2.300, , , , , , 
02-apr-2022,0,0.000, , , , , , 
03-apr-2022,0,0.900, , , , , , 
04-apr-2022,0,0.000, , , , , , 
05-apr-2022,0,1.500, , , , , , 
06-apr-2022,0,4.000, , , , , , 
07-apr-2022,0,0.100, , , , , , 
08-apr-2022,0,0.400, , , , , , 
09-apr-2022,0,0.000, , , , , , 
10-apr-2022,0,0.000, , , , , , 
11-apr-2022,0,2.000, , , , , , 
12-apr-2022,0,7.100, , , , , , 
13-apr-2022,0,0.000, , , , , , 
14-apr-2022,0,0.000, , , , , , 
15-apr-2022,0,0.000, , , , , , 
16-apr-2022,0,0.000, , , , , , 
17-apr-2022,0,1.500, , , , , , 
18-apr-2022,0,6.200, , , , , , 
19-apr-2022,0,0.000, , , , , , 
20-apr-2022,0,0.000, , , , , , 
21-apr-2022,4,0.000, , , , , , 
22-apr-2022,4,0.000, , , , , , 
23-apr-2022,4,0.000, , , , , , 
24-apr-2022,0,0.000, , , , , , 
25-apr-2022,0,0.000, , , , , , 
26-apr-2022,0,0.000, , , , , , 
27-apr-2022,0,0.000, , , , , , 
28-apr-2022,0,0.000, , , , , , 
29-apr-2022,0,0.000, , , , , , 
30-apr-2022,0,8.500, , , , , , 
01-may-2022,0,6.200, , , , , , 
02-may-2022,0,0.100, , , , , , 
03-may-2022,0,0.200, , , , , , 
04-may-2022,0,0.000, , , , , , 
05-may-2022,0,0.000, , , , , , 
06-may-2022,0,7.700, , , , , , 
07-may-2022,0,0.000, , , , , , 
08-may-2022,0,0.000, , , , , , 
09-may-2022,0,1.100, , , , , , 
10-may-2022,0,0.000, , , , , , 
11-may-2022,0,0.400, , , , , , 
12-may-2022,0,0.400, , , , , , 
13-may-2022,0,0.000, , , , , , 
14-may-2022,0,0.000, , , , , , 
15-may-2022,0,5.900, , , , , , 
16-may-2022,0,0.000, , , , , , 
17-may-2022,0,10.200, , , , , , 
18-may-2022,0,1.900, , , , , , 
19-may-2022,0,0.000, , , , , , 
20-may-2022,0,0.500, , , , , , 
21-may-2022,0,0.000, , , , , , 
22-may-2022,0,0.000, , , , , , 
23-may-2022,0,1.100, , , , , , 
24-may-2022,0,0.000, , , , , , 
25-may-2022,0,0.000, , , , , , 
26-may-2022,0,0.200, , , , , , 
27-may-2022,0,0.000, , , , , , 
28-may-2022,0,0.000, , , , , , 
29-may-2022,0,0.000, , , , , , 
30-may-2022,0,4.300, , , , , , 
31-may-2022,0,2.200, , , , , , 
01-jun-2022,0,0.000, , , , , , 
02-jun-2022,0,11.600, , , , , , 
03-jun-2022,0,0.000, , , , , , 
04-jun-2022,0,0.000, , , , , , 
05-jun-2022,0,5.600, , , , , , 
06-jun-2022,0,0.000, , , , , , 
07-jun-2022,0,0.600, , , , , , 
08-jun-2022,0,3.000, , , , , , 
09-jun-2022,0,0.300, , , , , , 
10-jun-2022,0,11.900, , , , , , 
